GROUP_SET,GROUP_VALUE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,EFG_PCT,BLKA,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,EFG_PCT_RANK,BLKA_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,source_player_id,collection_timestamp,PLAYER_ID,PLAYER_NAME
Shot Area,Above the Break 3,11,31,0.355,11,31,0.355,0.532,0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1642422,2025-08-10T09:42:29.135046,,
Shot Area,Backcourt,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,5.0,3.0,4.0,3.0,5.0,1.0,3.0,3.0,3.0,1.0,5.0,3.0,1642422,2025-08-10T09:42:29.135046,,
Assisted Shot,Assisted,53,53,1.0,13,13,1.0,1.123,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1642422,2025-08-10T09:42:29.135046,,
Assisted Shot,Unassisted,12,12,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1642422,2025-08-10T09:42:29.135046,,
Shot Type Summary,Alley Oop,2,2,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Alley Oop,6,6,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Alley Oop,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Alley Oop,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Bank Shot,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Bank Shot,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Bank Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Bank Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Dunk,15,16,0.938,0,0,0.0,0.938,1,0.933,0.067,0.0,0.0,0.933,0.067,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Dunk,2,2,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Dunk,7,7,1.0,0,0,0.0,1.0,0,0.714,0.286,0.0,0.0,0.714,0.286,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Dunk,4,4,1.0,0,0,0.0,1.0,0,0.5,0.5,0.0,0.0,0.5,0.5,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Fadeaway,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Fadeaway,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Fadeaway,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Fadeaway,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Finger Roll,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Finger Roll,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Finger Roll,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Finger Roll,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Hook Shot,1,3,0.333,0,0,0.0,0.333,1,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Hook Shot,0,2,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Jump Shot,1,5,0.2,1,4,0.25,0.3,0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Jump Shot,1,7,0.143,1,5,0.2,0.214,1,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Jump Shot,11,34,0.324,11,32,0.344,0.485,0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Jump Shot,0,7,0.0,0,7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Layup,1,7,0.143,0,0,0.0,0.143,2,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Layup,5,7,0.714,0,0,0.0,0.714,1,0.8,0.2,0.0,0.0,0.8,0.2,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Layup,13,24,0.542,0,0,0.0,0.542,6,0.692,0.308,0.0,0.0,0.692,0.308,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Layup,4,8,0.5,0,0,0.0,0.5,1,0.75,0.25,0.0,0.0,0.75,0.25,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Tip Shot,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Tip Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Tip Shot,2,3,0.667,0,0,0.0,0.667,0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Summary,Tip Shot,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Alley Oop Dunk Shot,5,5,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Alley Oop Layup shot,2,2,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,12.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Cutting Dunk Shot,7,8,0.875,0,0,0.0,0.875,1,1.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,11.0,2.0,3.0,2.0,11.0,40.0,1.0,10.0,2.0,1.0,1.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Cutting Finger Roll Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Cutting Layup Shot,9,14,0.643,0,0,0.0,0.643,4,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,13.0,2.0,3.0,2.0,13.0,47.0,1.0,10.0,2.0,1.0,1.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Driving Bank Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Driving Dunk Shot,1,1,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,20.0,1.0,2.0,3.0,2.0,1.0,1.0,13.0,1.0,2.0,1.0,14.0,1.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Driving Finger Roll Layup Shot,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Driving Floating Bank Jump Shot,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Driving Floating Jump Shot,0,2,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,20.0,2.0,3.0,2.0,20.0,40.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Driving Hook Shot,0,2,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,20.0,2.0,3.0,2.0,20.0,40.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Driving Layup Shot,2,3,0.667,0,0,0.0,0.667,0,0.5,0.5,0.0,0.0,0.5,0.5,8.0,10.0,12.0,2.0,3.0,2.0,12.0,1.0,11.0,7.0,2.0,1.0,12.0,7.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Driving Reverse Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Driving Reverse Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Dunk Shot,5,5,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Fadeaway Bank shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Fadeaway Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Finger Roll Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Floating Jump shot,0,2,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Hook Bank Shot,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Jump Bank Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Jump Shot,13,47,0.277,13,47,0.277,0.415,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,18.0,1.0,1.0,1.0,17.0,1.0,13.0,10.0,1.0,1.0,1.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Layup Shot,4,9,0.444,0,0,0.0,0.444,2,0.5,0.5,0.0,0.0,0.5,0.5,7.0,3.0,16.0,2.0,3.0,2.0,16.0,45.0,11.0,7.0,2.0,1.0,12.0,7.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Pullup Jump shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Putback Dunk Shot,2,2,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,12.0,1.0,2.0,3.0,2.0,1.0,1.0,13.0,1.0,2.0,1.0,14.0,1.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Putback Layup Shot,2,7,0.286,0,0,0.0,0.286,2,0.0,1.0,0.0,0.0,0.0,1.0,8.0,5.0,17.0,2.0,3.0,2.0,18.0,45.0,13.0,1.0,2.0,1.0,14.0,1.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Reverse Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Reverse Layup Shot,1,2,0.5,0,0,0.0,0.5,1,1.0,0.0,0.0,0.0,1.0,0.0,12.0,12.0,14.0,2.0,3.0,2.0,14.0,40.0,1.0,10.0,2.0,1.0,1.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Running Alley Oop Dunk Shot,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,20.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Running Alley Oop Layup Shot,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,20.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Running Dunk Shot,6,6,1.0,0,0,0.0,1.0,0,0.833,0.167,0.0,0.0,0.833,0.167,4.0,6.0,1.0,2.0,3.0,2.0,1.0,1.0,10.0,9.0,2.0,1.0,11.0,9.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Running Finger Roll Layup Shot,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,20.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Running Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Running Layup Shot,0,2,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,20.0,2.0,3.0,2.0,20.0,40.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Running Pull-Up Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Running Reverse Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Step Back Bank Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Step Back Jump shot,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,2.0,2.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Tip Dunk Shot,1,1,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,20.0,1.0,2.0,3.0,2.0,1.0,1.0,13.0,1.0,2.0,1.0,14.0,1.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Tip Layup Shot,1,4,0.25,0,0,0.0,0.25,0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,9.0,19.0,2.0,3.0,2.0,19.0,1.0,13.0,1.0,2.0,1.0,14.0,1.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Turnaround Bank Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Turnaround Bank shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Turnaround Fadeaway Bank Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Turnaround Fadeaway shot,0,3,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Turnaround Hook Shot,1,2,0.5,0,0,0.0,0.5,0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,12.0,14.0,2.0,3.0,2.0,14.0,1.0,13.0,1.0,2.0,1.0,14.0,1.0,1642422,2025-08-10T09:42:29.138628,,
Shot Type Detail,Turnaround Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,20.0,2.0,3.0,2.0,20.0,1.0,13.0,10.0,2.0,1.0,14.0,10.0,1642422,2025-08-10T09:42:29.138628,,
Assisted By,,3,3,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1642422,2025-08-10T09:42:29.138628,1630658.0,"Castleton, Colin"
Assisted By,,2,2,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1642422,2025-08-10T09:42:29.138628,1631108.0,"Christie, Max"
Assisted By,,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,14.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1642422,2025-08-10T09:42:29.138628,203076.0,"Davis, Anthony"
Assisted By,,2,2,1.0,1,1,1.0,1.25,0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,8.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1642422,2025-08-10T09:42:29.138628,1641888.0,"Dunn, Jhonathan"
Assisted By,,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,14.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1642422,2025-08-10T09:42:29.138628,1642398.0,"East II, Sean"
Assisted By,,2,2,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1642422,2025-08-10T09:42:29.138628,1630235.0,"Forrest, Trent"
Assisted By,,7,7,1.0,5,5,1.0,1.357,0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1642422,2025-08-10T09:42:29.138628,1630692.0,"Goodwin, Jordan"
Assisted By,,2,2,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1642422,2025-08-10T09:42:29.138628,1642547.0,"Gordon, DaJuan"
Assisted By,,2,2,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1642422,2025-08-10T09:42:29.138628,1628984.0,"Graham, Devonte'"
Assisted By,,2,2,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1642422,2025-08-10T09:42:29.138628,1642396.0,"Hinson, Blake"
Assisted By,,1,1,1.0,1,1,1.0,1.5,0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,14.0,1.0,3.0,3.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,1642422,2025-08-10T09:42:29.138628,1642355.0,"James, Bronny"
Assisted By,,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,14.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1642422,2025-08-10T09:42:29.138628,2544.0,"James, LeBron"
Assisted By,,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,14.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1642422,2025-08-10T09:42:29.138628,1642261.0,"Knecht, Dalton"
Assisted By,,5,5,1.0,2,2,1.0,1.2,0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1642422,2025-08-10T09:42:29.138628,1631339.0,"Kuhse, Tommy"
Assisted By,,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,14.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1642422,2025-08-10T09:42:29.138628,1629003.0,"Milton, Shake"
Assisted By,,8,8,1.0,1,1,1.0,1.063,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1642422,2025-08-10T09:42:29.138628,1642438.0,"Murphy, Grayson"
Assisted By,,5,5,1.0,1,1,1.0,1.1,0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,3.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1642422,2025-08-10T09:42:29.138628,1642439.0,"Olivari, Quincy"
Assisted By,,4,4,1.0,1,1,1.0,1.125,0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,1.0,3.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1642422,2025-08-10T09:42:29.138628,1641811.0,"Rice, Sir'Jabari"
Assisted By,,3,3,1.0,1,1,1.0,1.167,0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,6.0,1.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1642422,2025-08-10T09:42:29.138628,1641941.0,"Valerio-Bodon, Vincent"
