GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT,player_id,endpoint,dataframe_index,collection_timestamp
By Actual Margin,Ahead 1 - 5 Points,18,7,11,0.389,109.79166666666667,30,46,0.652,1,4,0.25,9,10,0.9,21,24,45,7,9,4,6,6,9,9,73,5,158.5,7,0,146.0,1,1,9,5,1,1,1,3,2,2,3,1,1,3,1,1,1,1,1,1,1,10,9,1,1,6,1,1,1,1,2,1641766,PlayerDashboardByGameSplits,4,2025-08-10T12:51:07.984902
By Actual Margin,Ahead 6 - 10 Points,11,6,5,0.545,57.026666666666664,8,19,0.421,0,0,0.0,6,7,0.857,6,9,15,2,5,2,1,3,5,5,22,-71,47.0,5,0,45.0,4,2,6,4,3,5,5,9,4,6,4,2,2,4,4,4,4,4,3,3,5,8,7,4,5,11,5,4,1,5,2,1641766,PlayerDashboardByGameSplits,4,2025-08-10T12:51:07.984902
By Actual Margin,Ahead 11 - 15 Points,7,6,1,0.857,16.813333333333333,3,5,0.6,0,0,0.0,1,1,1.0,1,2,3,0,2,0,1,0,3,1,7,-18,11.6,2,0,12.0,7,2,2,2,7,8,7,5,4,6,4,6,6,1,8,7,7,9,5,8,5,1,6,8,8,9,9,7,1,7,2,1641766,PlayerDashboardByGameSplits,4,2025-08-10T12:51:07.984902
By Actual Margin,Ahead 16 - 20 Points,4,3,1,0.75,7.885,2,3,0.667,0,0,0.0,0,0,0.0,1,2,3,1,1,1,1,0,1,0,4,12,14.1,0,0,12.0,9,6,2,3,10,9,9,2,4,6,4,7,7,7,8,7,7,5,9,5,5,1,2,9,9,3,7,10,1,7,2,1641766,PlayerDashboardByGameSplits,4,2025-08-10T12:51:07.984902
By Actual Margin,Ahead more than 20 Points,2,2,0,1.0,9.0,1,2,0.5,1,1,1.0,0,0,0.0,0,0,0,1,2,0,1,0,1,2,3,-8,5.5,0,0,7.0,10,7,1,1,9,10,10,8,2,5,1,7,7,7,10,10,10,5,5,8,5,1,2,6,10,7,10,10,1,10,2,1641766,PlayerDashboardByGameSplits,4,2025-08-10T12:51:07.984902
Overall,2024,8,5,3,0.625,172.58166666666668,17,30,0.567,0,0,0.0,12,13,0.923,12,30,42,6,17,9,21,3,39,20,46,-18,178.4,0,0,154.0,2,2,1,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1641737,PlayerDashboardByGameSplits,0,2025-08-10T12:51:12.901797
Overall,2024-25,58,12,46,0.207,904.55,135,192,0.703,0,1,0.0,67,100,0.67,92,153,245,27,61,26,69,13,125,90,337,-112,895.5,3,0,799.0,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1641737,PlayerDashboardByGameSplits,0,2025-08-10T12:51:12.901797
By Half,First Half,52,15,37,0.288,531.4816666666667,83,116,0.716,0,0,0.0,38,57,0.667,45,99,144,17,43,16,35,8,76,59,204,-2,512.3,3,0,467.0,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1641737,PlayerDashboardByGameSplits,1,2025-08-10T12:51:12.901797
By Half,Second Half,64,16,48,0.25,545.65,69,106,0.651,0,1,0.0,41,56,0.732,59,84,143,16,35,19,55,8,88,51,179,-128,561.6,3,0,486.0,1,1,2,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1641737,PlayerDashboardByGameSplits,1,2025-08-10T12:51:12.901797
By Period,1,49,15,34,0.306,264.31666666666666,45,63,0.714,0,0,0.0,19,33,0.576,21,43,64,8,16,8,14,5,32,31,109,4,247.8,3,0,225.0,2,1,2,1,3,1,1,2,1,2,1,3,1,4,4,3,3,2,4,2,4,3,1,1,1,1,3,1,1,3,1,1641737,PlayerDashboardByGameSplits,2,2025-08-10T12:51:12.901797
By Period,2,49,15,34,0.306,267.165,38,53,0.717,0,0,0.0,19,24,0.792,24,56,80,9,27,8,21,3,44,28,95,-6,264.5,3,0,242.0,2,1,2,1,2,2,3,1,1,2,1,3,4,2,2,1,1,1,1,2,3,2,3,3,3,2,2,1,1,2,1,1641737,PlayerDashboardByGameSplits,2,2025-08-10T12:51:12.901797
By Period,3,46,13,33,0.283,234.97833333333332,31,46,0.674,0,0,0.0,20,25,0.8,23,40,63,8,18,8,22,2,33,22,82,-37,241.6,3,0,213.0,4,3,1,3,4,4,4,3,1,2,1,2,3,1,3,4,4,2,2,2,2,1,2,4,4,3,4,1,1,4,1,1641737,PlayerDashboardByGameSplits,2,2025-08-10T12:51:12.901797
By Period,4,58,13,45,0.224,310.6716666666667,38,60,0.633,0,1,0.0,21,31,0.677,36,44,80,8,17,11,33,6,55,29,97,-91,320.0,3,0,273.0,1,3,4,4,1,2,2,4,1,1,1,1,2,3,1,2,1,2,3,1,1,4,4,2,2,4,1,1,1,1,1,1641737,PlayerDashboardByGameSplits,2,2025-08-10T12:51:12.901797
By Score Margin,Tied,35,10,25,0.286,62.193333333333335,11,14,0.786,0,0,0.0,4,5,0.8,3,11,14,1,3,2,4,0,7,5,26,-9,59.3,2,0,53.0,5,3,2,2,6,5,5,2,1,2,1,6,6,2,6,6,6,6,6,4,6,1,1,6,5,4,6,5,1,6,1,1641737,PlayerDashboardByGameSplits,3,2025-08-10T12:51:12.902800
By Score Margin,1 - 5 Points,47,15,32,0.319,386.3833333333333,55,75,0.733,0,0,0.0,29,43,0.674,28,60,88,14,37,11,25,6,63,43,139,-68,336.6,3,0,313.0,2,1,4,1,1,1,1,3,1,2,1,1,1,4,2,1,1,1,1,2,1,5,6,1,1,5,1,1,1,1,1,1641737,PlayerDashboardByGameSplits,3,2025-08-10T12:51:12.902800
By Score Margin,6 - 10 Points,53,15,38,0.283,257.61,36,59,0.61,0,0,0.0,14,22,0.636,34,51,85,4,13,14,22,2,41,22,86,-73,289.0,3,0,247.0,1,1,6,3,2,2,2,4,1,2,1,3,2,6,1,2,2,3,2,1,2,3,5,2,2,6,2,1,1,2,1,1641737,PlayerDashboardByGameSplits,3,2025-08-10T12:51:12.902800
By Score Margin,11 - 15 Points,44,10,34,0.227,180.895,23,38,0.605,0,0,0.0,16,22,0.727,19,25,44,4,13,4,18,6,27,20,62,-8,173.8,3,0,154.0,3,3,5,5,3,3,3,5,1,2,1,2,2,3,3,3,3,3,2,3,3,5,4,3,3,3,3,1,1,3,1,1641737,PlayerDashboardByGameSplits,3,2025-08-10T12:51:12.902800
By Score Margin,16 - 20 Points,40,9,31,0.225,95.00166666666667,19,22,0.864,0,0,0.0,10,12,0.833,11,15,26,4,6,2,10,0,9,10,48,22,115.2,3,0,102.0,4,5,3,6,5,4,4,1,1,2,1,4,4,1,4,5,5,3,4,4,5,1,2,4,4,1,4,1,1,4,1,1641737,PlayerDashboardByGameSplits,3,2025-08-10T12:51:12.902800
By Score Margin,more than 20 Points,24,6,18,0.25,95.04833333333333,8,14,0.571,0,1,0.0,6,9,0.667,9,21,30,6,6,2,11,2,17,10,22,6,100.0,2,0,84.0,6,6,1,4,4,6,5,6,1,1,1,5,5,5,5,4,4,2,4,4,4,3,3,4,6,2,5,5,1,5,1,1641737,PlayerDashboardByGameSplits,3,2025-08-10T12:51:12.902800
By Actual Margin,Behind more than 20 Points,18,0,18,0.0,73.22833333333334,6,10,0.6,0,0,0.0,4,5,0.8,7,17,24,4,3,2,8,1,12,8,16,39,77.8,1,0,64.0,8,11,5,11,6,8,8,8,1,2,1,8,8,2,7,5,6,2,8,6,6,4,6,7,8,1,7,8,1,7,1,1641737,PlayerDashboardByGameSplits,4,2025-08-10T12:51:12.902800
By Actual Margin,Behind 16 - 20 Points,31,1,30,0.032,72.75333333333333,15,17,0.882,0,0,0.0,3,4,0.75,9,11,20,3,4,2,6,0,5,6,33,26,81.5,3,0,72.0,6,9,8,9,7,5,6,1,1,2,1,10,10,4,6,7,7,4,7,6,8,1,2,8,5,3,6,1,1,6,1,1641737,PlayerDashboardByGameSplits,4,2025-08-10T12:51:12.902800
By Actual Margin,Behind 11 - 15 Points,33,1,32,0.03,126.90333333333334,20,31,0.645,0,0,0.0,9,12,0.75,14,14,28,3,8,4,11,4,18,11,49,30,124.1,3,0,110.0,5,9,10,10,4,4,4,7,1,2,1,3,4,4,4,6,5,4,3,5,3,10,8,4,4,2,5,1,1,4,1,1641737,PlayerDashboardByGameSplits,4,2025-08-10T12:51:12.902800
By Actual Margin,Behind 6 - 10 Points,43,8,35,0.186,155.45333333333335,24,36,0.667,0,0,0.0,8,13,0.615,18,30,48,2,6,7,9,1,24,12,56,-8,158.6,3,0,138.0,1,7,11,8,3,2,2,6,1,2,1,4,3,10,1,2,1,6,5,1,5,4,9,3,3,6,2,1,1,3,1,1641737,PlayerDashboardByGameSplits,4,2025-08-10T12:51:12.902800
By Actual Margin,Behind 1 - 5 Points,41,11,30,0.268,216.01,31,41,0.756,0,0,0.0,11,17,0.647,17,31,48,10,17,6,14,2,28,21,73,6,188.6,3,0,171.0,2,3,8,7,1,1,1,4,1,2,1,2,2,9,2,1,1,1,2,3,1,8,10,2,1,4,1,1,1,1,1,1641737,PlayerDashboardByGameSplits,4,2025-08-10T12:51:12.902800
By Actual Margin,Tied,35,10,25,0.286,62.193333333333335,11,14,0.786,0,0,0.0,4,5,0.8,3,11,14,1,3,2,4,0,7,5,26,-9,59.3,2,0,53.0,4,4,6,6,8,7,7,3,1,2,1,8,8,2,9,7,9,9,8,6,9,1,4,9,7,7,8,7,1,8,1,1641737,PlayerDashboardByGameSplits,4,2025-08-10T12:51:12.902800
By Actual Margin,Ahead 1 - 5 Points,40,15,25,0.375,170.37333333333333,24,34,0.706,0,0,0.0,18,26,0.692,11,29,40,4,20,5,11,4,35,22,66,-74,148.0,3,0,142.0,3,1,6,5,2,2,3,5,1,2,1,1,1,7,5,3,3,2,1,4,3,10,11,1,2,11,3,1,1,2,1,1641737,PlayerDashboardByGameSplits,4,2025-08-10T12:51:12.902800
By Actual Margin,Ahead 6 - 10 Points,28,14,14,0.5,102.15666666666667,12,23,0.522,0,0,0.0,6,9,0.667,16,21,37,2,7,7,13,1,17,10,30,-65,130.4,3,0,109.0,7,2,4,4,5,6,5,9,1,2,1,7,6,8,3,4,4,6,4,1,2,4,7,5,6,10,4,1,1,5,1,1641737,PlayerDashboardByGameSplits,4,2025-08-10T12:51:12.902800
By Actual Margin,Ahead 11 - 15 Points,14,10,4,0.714,53.99166666666667,3,7,0.429,0,0,0.0,7,10,0.7,5,11,16,1,5,0,7,2,9,9,13,-38,49.7,1,0,44.0,9,4,3,3,9,10,9,11,1,2,1,5,5,6,8,7,8,9,6,9,7,8,5,6,10,9,9,8,1,9,1,1641737,PlayerDashboardByGameSplits,4,2025-08-10T12:51:12.902800
By Actual Margin,Ahead 16 - 20 Points,11,9,2,0.818,22.248333333333335,4,5,0.8,0,0,0.0,7,8,0.875,2,4,6,1,2,0,4,0,4,4,15,-4,33.7,1,0,30.0,10,6,2,2,10,9,10,2,1,2,1,5,7,1,10,10,10,9,11,9,9,1,1,10,9,5,10,8,1,10,1,1641737,PlayerDashboardByGameSplits,4,2025-08-10T12:51:12.902800
By Actual Margin,Ahead more than 20 Points,6,6,0,1.0,21.82,2,4,0.5,0,1,0.0,2,4,0.5,2,4,6,2,3,0,3,1,5,2,6,-33,22.2,1,0,20.0,11,8,1,1,11,11,11,10,1,1,1,11,10,11,10,10,10,6,8,9,11,4,2,11,11,8,11,8,1,11,1,1641737,PlayerDashboardByGameSplits,4,2025-08-10T12:51:12.902800
