gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,effectiveFieldGoalPercentage,freeThrowAttemptRate,teamTurnoverPercentage,offensiveReboundPercentage,oppEffectiveFieldGoalPercentage,oppFreeThrowAttemptRate,oppTeamTurnoverPercentage,oppOffensiveReboundPercentage,game_id,game_date,endpoint,dataframe_index,collection_timestamp
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,1631104.0,Blake,Wesley,B. Wesley,blake-wesley,,,14,19:31,0.515,0.412,0.142,0.0,0.632,0.324,0.12,0.118,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,1629162.0,Jordan,McLaughlin,J. McLaughlin,jordan-mclaughlin,,,11,3:28,0.667,0.333,0.254,0.0,0.583,0.5,0.12,0.0,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,1629646.0,Charles,Bassey,C. Bassey,charles-bassey,,DNP - Coach's Decision,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,1630561.0,David,Duke Jr.,D. Duke Jr.,david-duke-jr,,DNP - Coach's Decision,7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,1631127.0,Harrison,Ingram,H. Ingram,harrison-ingram,,DNP - Coach's Decision,55,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,,,,,,,,,240:00,0.577,0.381,0.114,0.238,0.546,0.165,0.126,0.255,0022401197,2025-04-13,BoxScoreFourFactorsV3,1,2025-08-10T12:24:52.365650
0022401197,1610612761,Toronto,Raptors,TOR,raptors,,,,,,,,,240:00,0.546,0.165,0.126,0.255,0.577,0.381,0.114,0.238,0022401197,2025-04-13,BoxScoreFourFactorsV3,1,2025-08-10T12:24:52.365650
0022401200,1610612756,Phoenix,Suns,PHX,suns,1628960.0,Grayson,Allen,G. Allen,grayson-allen,F,,8,27:42,0.633,0.041,0.148,0.0,0.71,0.02,0.15,0.25,0022401200,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:25:05.250962
0022401200,1610612756,Phoenix,Suns,PHX,suns,1642346.0,Ryan,Dunn,R. Dunn,ryan-dunn,F,,0,29:46,0.603,0.034,0.121,0.2,0.587,0.038,0.173,0.217,0022401200,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:25:05.250962
0022401200,1610612756,Phoenix,Suns,PHX,suns,203486.0,Mason,Plumlee,M. Plumlee,mason-plumlee,C,,22,21:59,0.625,0.056,0.147,0.0,0.788,0.0,0.14,0.231,0022401200,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:25:05.250962
0022401200,1610612756,Phoenix,Suns,PHX,suns,1631221.0,Collin,Gillespie,C. Gillespie,collin-gillespie,G,,12,28:13,0.549,0.039,0.116,0.0,0.729,0.021,0.162,0.133,0022401200,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:25:05.250962
0022401200,1610612756,Phoenix,Suns,PHX,suns,1626145.0,Tyus,Jones,T. Jones,tyus-jones,G,,21,25:55,0.635,0.042,0.157,0.0,0.656,0.044,0.143,0.211,0022401200,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:25:05.250962
0022401200,1610612756,Phoenix,Suns,PHX,suns,1642345.0,Oso,Ighodaro,O. Ighodaro,oso-ighodaro,,,4,26:01,0.521,0.083,0.141,0.074,0.448,0.063,0.142,0.28,0022401200,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:25:05.250962
